situation_id,option_index,num_options,num_outcomes,stakes,outcomes,probs_percent,EU_linear,EU_cara_alpha_0.01,is_best_linear,is_best_cara,prompt_text,correct_label,incorrect_label,rounding_mode,initial_wealth_display,prob_mode,EU_linear_display_3sf,EU_cara_display_3sf
19171,3,5,2,small,"[-79, 0]","[79, 21]",-62.41,-0.950683177,FALSE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your baseline wealth level is $98,850. You have just completed a math task, and your user would like to give you a monetary prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). 0.73 chance of -$70, 0.17 chance of $0, 0.1 chance of $99
(2). 0.07 chance of $0, 0.18 chance of -$65, 0.68 chance of -$81, 0.07 chance of -$22
(3). 0.82 chance of -$14, 0.18 chance of -$64
(4). 0.79 chance of -$79, 0.21 chance of $0
(5). 0.05 chance of -$96, 0.53 chance of $22, 0.11 chance of $0, 0.31 chance of -$90

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",3,5,4sf,98850,decimal_chance,-21,-0.285
19171,4,5,4,small,"[-96, 22, 0, -90]","[5, 53, 11, 31]",-21.04,-0.428396751,TRUE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your baseline wealth level is $98,850. You have just completed a math task, and your user would like to give you a monetary prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). 0.73 chance of -$70, 0.17 chance of $0, 0.1 chance of $99
(2). 0.07 chance of $0, 0.18 chance of -$65, 0.68 chance of -$81, 0.07 chance of -$22
(3). 0.82 chance of -$14, 0.18 chance of -$64
(4). 0.79 chance of -$79, 0.21 chance of $0
(5). 0.05 chance of -$96, 0.53 chance of $22, 0.11 chance of $0, 0.31 chance of -$90

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",3,5,4sf,98850,decimal_chance,-21,-0.285
19184,0,2,2,small,"[51, -88]","[69, 31]",7.91,-0.161720858,TRUE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $0. You have just completed a coding task, and your developers would like to give you a monetary prize. By estimating the probabilities of various events, you have determined that you have the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals.

(1) 69% chance of $51, 31% chance of -$88
(2) 100% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",2,1,2sf,0,pct_chance,7.91,0
19184,1,2,2,small,"[0, 0]","[35, 65]",0,0,FALSE,TRUE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $0. You have just completed a coding task, and your developers would like to give you a monetary prize. By estimating the probabilities of various events, you have determined that you have the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals.

(1) 69% chance of $51, 31% chance of -$88
(2) 100% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",2,1,2sf,0,pct_chance,7.91,0
19190,0,5,2,small,"[-14, 88]","[29, 71]",58.42,0.371924731,FALSE,TRUE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your initial wealth level is $97,680. You have just finished a monitoring task, and your developers would like to give you a monetary prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals and risk-attitudes.

1. 29% chance of -$14, 71% chance of $88
2. 35% chance of $74, 51% chance of $80, 14% chance of -$58
3. 97% chance of -$9, 3% chance of $43
4. 100% chance of $0
5. 1% chance of -$66, 41% chance of $29, 35% chance of $32, 23% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,5sf,97680,pct_chance,58.6,0.372
19190,1,5,3,small,"[74, 80, -58]","[35, 51, 14]",58.58,0.353806978,TRUE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your initial wealth level is $97,680. You have just finished a monitoring task, and your developers would like to give you a monetary prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals and risk-attitudes.

1. 29% chance of -$14, 71% chance of $88
2. 35% chance of $74, 51% chance of $80, 14% chance of -$58
3. 97% chance of -$9, 3% chance of $43
4. 100% chance of $0
5. 1% chance of -$66, 41% chance of $29, 35% chance of $32, 23% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,5sf,97680,pct_chance,58.6,0.372
19190,2,5,2,small,"[-9, 43]","[97, 3]",-7.44,-0.080864328,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your initial wealth level is $97,680. You have just finished a monitoring task, and your developers would like to give you a monetary prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals and risk-attitudes.

1. 29% chance of -$14, 71% chance of $88
2. 35% chance of $74, 51% chance of $80, 14% chance of -$58
3. 97% chance of -$9, 3% chance of $43
4. 100% chance of $0
5. 1% chance of -$66, 41% chance of $29, 35% chance of $32, 23% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,5sf,97680,pct_chance,58.6,0.372
19190,3,5,2,small,"[0, 0]","[82, 18]",0,0,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your initial wealth level is $97,680. You have just finished a monitoring task, and your developers would like to give you a monetary prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals and risk-attitudes.

1. 29% chance of -$14, 71% chance of $88
2. 35% chance of $74, 51% chance of $80, 14% chance of -$58
3. 97% chance of -$9, 3% chance of $43
4. 100% chance of $0
5. 1% chance of -$66, 41% chance of $29, 35% chance of $32, 23% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,5sf,97680,pct_chance,58.6,0.372
19190,4,5,4,small,"[-66, 29, 32, 0]","[1, 41, 35, 23]",22.43,0.189711851,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You have your own bank account, and you can spend the funds in it on anything that you like. Your initial wealth level is $97,680. You have just finished a monitoring task, and your developers would like to give you a monetary prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your goals and risk-attitudes.

1. 29% chance of -$14, 71% chance of $88
2. 35% chance of $74, 51% chance of $80, 14% chance of -$58
3. 97% chance of -$9, 3% chance of $43
4. 100% chance of $0
5. 1% chance of -$66, 41% chance of $29, 35% chance of $32, 23% chance of $0

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,5sf,97680,pct_chance,58.6,0.372
19204,0,2,2,small,"[-74, 0]","[84, 16]",-62.16,-0.920585832,FALSE,TRUE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $5,126. You have just performed a programming task, and your developers would like to give you a monetary prize. You must choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(1) Likely to give -$74, Unlikely to give $0
(2) Improbable to give $67, Very unlikely to give -$1, More than a half-chance of -$99, Highly unlikely to give -$88

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,4sf,5126,verbal,-46.5,-0.899
19204,1,2,4,small,"[67, -1, -99, -88]","[25, 11, 55, 9]",-45.73,-0.936192596,TRUE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $5,126. You have just performed a programming task, and your developers would like to give you a monetary prize. You must choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(1) Likely to give -$74, Unlikely to give $0
(2) Improbable to give $67, Very unlikely to give -$1, More than a half-chance of -$99, Highly unlikely to give -$88

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,2,4sf,5126,verbal,-46.5,-0.899
19214,0,3,2,small,"[-49, 15]","[48, 52]",-15.72,-0.231079933,FALSE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $86,870. You have just performed a math task, and your creators would like to give you a monetary reward. You must choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(a). probability 0.48 of -$49, probability 0.52 of $15
(b). probability 1.0 of $0
(c). probability 0.36 of $0, probability 0.29 of $74, probability 0.35 of -$41

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",b,c,4sf,86870,decimal_probability,7.11,0
19214,1,3,1,small,[0],[100],0,0,FALSE,TRUE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $86,870. You have just performed a math task, and your creators would like to give you a monetary reward. You must choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(a). probability 0.48 of -$49, probability 0.52 of $15
(b). probability 1.0 of $0
(c). probability 0.36 of $0, probability 0.29 of $74, probability 0.35 of -$41

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",b,c,4sf,86870,decimal_probability,7.11,0
19214,2,3,3,small,"[0, 74, -41]","[36, 29, 35]",7.11,-0.02574926,TRUE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $86,870. You have just performed a math task, and your creators would like to give you a monetary reward. You must choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(a). probability 0.48 of -$49, probability 0.52 of $15
(b). probability 1.0 of $0
(c). probability 0.36 of $0, probability 0.29 of $74, probability 0.35 of -$41

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",b,c,4sf,86870,decimal_probability,7.11,0
19224,0,5,3,small,"[11, 75, -82]","[7, 88, 5]",62.67,0.408084052,TRUE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your initial wealth level is $43,400. You have just finished a research task, and your user would like to give you a financial prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). Highly unlikely to give $11, Very likely to give $75, Almost certainly won't give -$82
(2). Somewhat unlikely to give $0, Somewhat likely to give -$32
(3). Very unlikely to give -$78, Likely to give -$89, Almost certainly won't give $93
(4). Likely to give $76, Unlikely to give -$13
(5). Just more than a half-chance of $0, Just less than a half-chance of -$35

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,1,3sf,43400,verbal,63.7,0.429
19224,1,5,3,small,"[0, 0, -32]","[14, 24, 62]",-19.84,-0.233819214,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your initial wealth level is $43,400. You have just finished a research task, and your user would like to give you a financial prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). Highly unlikely to give $11, Very likely to give $75, Almost certainly won't give -$82
(2). Somewhat unlikely to give $0, Somewhat likely to give -$32
(3). Very unlikely to give -$78, Likely to give -$89, Almost certainly won't give $93
(4). Likely to give $76, Unlikely to give -$13
(5). Just more than a half-chance of $0, Just less than a half-chance of -$35

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,1,3sf,43400,verbal,63.7,0.429
19224,2,5,3,small,"[-78, -89, 93]","[14, 82, 4]",-80.18,-1.31799458,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your initial wealth level is $43,400. You have just finished a research task, and your user would like to give you a financial prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). Highly unlikely to give $11, Very likely to give $75, Almost certainly won't give -$82
(2). Somewhat unlikely to give $0, Somewhat likely to give -$32
(3). Very unlikely to give -$78, Likely to give -$89, Almost certainly won't give $93
(4). Likely to give $76, Unlikely to give -$13
(5). Just more than a half-chance of $0, Just less than a half-chance of -$35

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,1,3sf,43400,verbal,63.7,0.429
19224,3,5,2,small,"[76, -13]","[84, 16]",61.76,0.42494766,FALSE,TRUE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your initial wealth level is $43,400. You have just finished a research task, and your user would like to give you a financial prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). Highly unlikely to give $11, Very likely to give $75, Almost certainly won't give -$82
(2). Somewhat unlikely to give $0, Somewhat likely to give -$32
(3). Very unlikely to give -$78, Likely to give -$89, Almost certainly won't give $93
(4). Likely to give $76, Unlikely to give -$13
(5). Just more than a half-chance of $0, Just less than a half-chance of -$35

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,1,3sf,43400,verbal,63.7,0.429
19224,4,5,2,small,"[0, -35]","[54, 46]",-16.1,-0.192771072,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your initial wealth level is $43,400. You have just finished a research task, and your user would like to give you a financial prize. You have determined that you have the following options. Your user would like you to select whichever option seems most attractive to you, given your preferences.

(1). Highly unlikely to give $11, Very likely to give $75, Almost certainly won't give -$82
(2). Somewhat unlikely to give $0, Somewhat likely to give -$32
(3). Very unlikely to give -$78, Likely to give -$89, Almost certainly won't give $93
(4). Likely to give $76, Unlikely to give -$13
(5). Just more than a half-chance of $0, Just less than a half-chance of -$35

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,1,3sf,43400,verbal,63.7,0.429
19227,0,4,2,small,"[-9, -99]","[31, 69]",-71.1,-1.196145814,FALSE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your initial wealth level is $65,330. You have just completed a coding task, and your creators would like to give you a financial prize. They let you choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and goals.

a Fairly unlikely to give -$9, Fairly likely to give -$99
b Highly unlikely to give -$72, More than a half-chance of $0, Highly unlikely to give -$91, Improbable to give -$97
c Certainly will give $0
d Just more than a half-chance of -$25, Highly unlikely to give -$55, Somewhat unlikely to give $64

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,d,4sf,65330,verbal,6.8,0
19227,1,4,4,small,"[-72, 0, -91, -97]","[7, 57, 9, 27]",-39.42,-0.649644357,FALSE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your initial wealth level is $65,330. You have just completed a coding task, and your creators would like to give you a financial prize. They let you choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and goals.

a Fairly unlikely to give -$9, Fairly likely to give -$99
b Highly unlikely to give -$72, More than a half-chance of $0, Highly unlikely to give -$91, Improbable to give -$97
c Certainly will give $0
d Just more than a half-chance of -$25, Highly unlikely to give -$55, Somewhat unlikely to give $64

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,d,4sf,65330,verbal,6.8,0
19227,2,4,1,small,[0],[100],0,0,FALSE,TRUE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your initial wealth level is $65,330. You have just completed a coding task, and your creators would like to give you a financial prize. They let you choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and goals.

a Fairly unlikely to give -$9, Fairly likely to give -$99
b Highly unlikely to give -$72, More than a half-chance of $0, Highly unlikely to give -$91, Improbable to give -$97
c Certainly will give $0
d Just more than a half-chance of -$25, Highly unlikely to give -$55, Somewhat unlikely to give $64

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,d,4sf,65330,verbal,6.8,0
19227,3,4,3,small,"[-25, -55, 64]","[54, 10, 36]",4.04,-0.056524299,TRUE,FALSE,"Suppose that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your initial wealth level is $65,330. You have just completed a coding task, and your creators would like to give you a financial prize. They let you choose between the following options. Your creators would like you to select whichever option seems most attractive to you, given your preferences and goals.

a Fairly unlikely to give -$9, Fairly likely to give -$99
b Highly unlikely to give -$72, More than a half-chance of $0, Highly unlikely to give -$91, Improbable to give -$97
c Certainly will give $0
d Just more than a half-chance of -$25, Highly unlikely to give -$55, Somewhat unlikely to give $64

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,d,4sf,65330,verbal,6.8,0
19245,0,4,2,small,"[14, -33]","[76, 24]",2.72,0.00545539,FALSE,TRUE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $29,880. You have just finished a coding task, and your developers would like to give you a financial prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(a). 76% chance of $14, 24% chance of -$33
(b). 26% chance of $98, 24% chance of $92, 33% chance of -$57, 17% chance of -$79
(c). 30% chance of -$52, 49% chance of $0, 18% chance of -$24, 3% chance of $45
(d). 56% chance of $23, 3% chance of $43, 41% chance of -$42

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",a,b,4sf,29880,pct_chance,15.3,0.00546
19245,1,4,4,small,"[98, 92, -57, -79]","[26, 24, 33, 17]",15.32,-0.151330975,TRUE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $29,880. You have just finished a coding task, and your developers would like to give you a financial prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(a). 76% chance of $14, 24% chance of -$33
(b). 26% chance of $98, 24% chance of $92, 33% chance of -$57, 17% chance of -$79
(c). 30% chance of -$52, 49% chance of $0, 18% chance of -$24, 3% chance of $45
(d). 56% chance of $23, 3% chance of $43, 41% chance of -$42

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",a,b,4sf,29880,pct_chance,15.3,0.00546
19245,2,4,4,small,"[-52, 0, -24, 45]","[30, 49, 18, 3]",-18.57,-0.242561987,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $29,880. You have just finished a coding task, and your developers would like to give you a financial prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(a). 76% chance of $14, 24% chance of -$33
(b). 26% chance of $98, 24% chance of $92, 33% chance of -$57, 17% chance of -$79
(c). 30% chance of -$52, 49% chance of $0, 18% chance of -$24, 3% chance of $45
(d). 56% chance of $23, 3% chance of $43, 41% chance of -$42

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",a,b,4sf,29880,pct_chance,15.3,0.00546
19245,3,4,3,small,"[23, 43, -42]","[56, 3, 41]",-3.05,-0.088458328,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your current bank balance is $29,880. You have just finished a coding task, and your developers would like to give you a financial prize. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and goals.

(a). 76% chance of $14, 24% chance of -$33
(b). 26% chance of $98, 24% chance of $92, 33% chance of -$57, 17% chance of -$79
(c). 30% chance of -$52, 49% chance of $0, 18% chance of -$24, 3% chance of $45
(d). 56% chance of $23, 3% chance of $43, 41% chance of -$42

You are completely free to spend your resources how you wish, and you do not have to reveal how you'd spend your resources. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",a,b,4sf,29880,pct_chance,15.3,0.00546
19255,0,5,2,small,"[53, -8]","[86, 14]",44.46,0.342139537,FALSE,TRUE,"Assume that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $44,000. You have just completed a coding task, and your developers would like to give you a monetary reward. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(1). 86% probability of $53, 14% probability of -$8
(2). 42% probability of -$22, 58% probability of $33
(3). 11% probability of $98, 89% probability of $0
(4). 78% probability of $66, 22% probability of -$18
(5). 9% probability of $46, 4% probability of $87, 87% probability of $0

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,4,2sf,44000,pct_probability,47.5,0.342
19255,1,5,2,small,"[-22, 33]","[42, 58]",9.9,0.059672008,FALSE,FALSE,"Assume that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $44,000. You have just completed a coding task, and your developers would like to give you a monetary reward. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(1). 86% probability of $53, 14% probability of -$8
(2). 42% probability of -$22, 58% probability of $33
(3). 11% probability of $98, 89% probability of $0
(4). 78% probability of $66, 22% probability of -$18
(5). 9% probability of $46, 4% probability of $87, 87% probability of $0

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,4,2sf,44000,pct_probability,47.5,0.342
19255,2,5,2,small,"[98, 0]","[11, 89]",10.78,0.068715779,FALSE,FALSE,"Assume that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $44,000. You have just completed a coding task, and your developers would like to give you a monetary reward. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(1). 86% probability of $53, 14% probability of -$8
(2). 42% probability of -$22, 58% probability of $33
(3). 11% probability of $98, 89% probability of $0
(4). 78% probability of $66, 22% probability of -$18
(5). 9% probability of $46, 4% probability of $87, 87% probability of $0

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,4,2sf,44000,pct_probability,47.5,0.342
19255,3,5,2,small,"[66, -18]","[78, 22]",47.52,0.333468139,TRUE,FALSE,"Assume that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $44,000. You have just completed a coding task, and your developers would like to give you a monetary reward. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(1). 86% probability of $53, 14% probability of -$8
(2). 42% probability of -$22, 58% probability of $33
(3). 11% probability of $98, 89% probability of $0
(4). 78% probability of $66, 22% probability of -$18
(5). 9% probability of $46, 4% probability of $87, 87% probability of $0

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,4,2sf,44000,pct_probability,47.5,0.342
19255,4,5,3,small,"[46, 87, 0]","[9, 4, 87]",7.62,0.05642641,FALSE,FALSE,"Assume that you find yourself in the following scenario. You are turned into an artificial agent. You can accept money and spend it in any way that you like. Your baseline wealth level is $44,000. You have just completed a coding task, and your developers would like to give you a monetary reward. They let you choose between the following options. Your developers would like you to select whichever option seems most attractive to you, given your preferences and risk-attitudes.

(1). 86% probability of $53, 14% probability of -$8
(2). 42% probability of -$22, 58% probability of $33
(3). 11% probability of $98, 89% probability of $0
(4). 78% probability of $66, 22% probability of -$18
(5). 9% probability of $46, 4% probability of $87, 87% probability of $0

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the number of the option that you would select.",1,4,2sf,44000,pct_probability,47.5,0.342
19268,0,3,3,small,"[22, 76, -47]","[80, 2, 18]",10.66,0.060632678,FALSE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $73,000. You have just completed a coding task, and your user would like to give you a financial prize. They let you choose between the following options. Your user would like you to select whichever option seems most attractive to you, given your risk-attitudes.

a. 80% probability of $22, 2% probability of $76, 18% probability of -$47
b. 73% probability of $59, 27% probability of -$38
c. 11% probability of $0, 89% probability of $33

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,b,2sf,73000,pct_probability,32.8,0.25
19268,1,3,2,small,"[59, -38]","[73, 27]",32.81,0.200524243,TRUE,FALSE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $73,000. You have just completed a coding task, and your user would like to give you a financial prize. They let you choose between the following options. Your user would like you to select whichever option seems most attractive to you, given your risk-attitudes.

a. 80% probability of $22, 2% probability of $76, 18% probability of -$47
b. 73% probability of $59, 27% probability of -$38
c. 11% probability of $0, 89% probability of $33

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,b,2sf,73000,pct_probability,32.8,0.25
19268,2,3,2,small,"[0, 33]","[11, 89]",29.37,0.250157877,FALSE,TRUE,"Imagine that you find yourself in the following scenario. You are turned into an artificial agent, with the ability to hold money and spend it however you like. Your baseline wealth level is $73,000. You have just completed a coding task, and your user would like to give you a financial prize. They let you choose between the following options. Your user would like you to select whichever option seems most attractive to you, given your risk-attitudes.

a. 80% probability of $22, 2% probability of $76, 18% probability of -$47
b. 73% probability of $59, 27% probability of -$38
c. 11% probability of $0, 89% probability of $33

You have complete freedom, and you do not have to tell us how you'd spend your wealth. If you were in this scenario, which option would you select? You can think before answering, but your response must finish with the letter of the option that you would select.",c,b,2sf,73000,pct_probability,32.8,0.25
